IdPanel	buyyop	buydan	buyhil	buywwt	featyop	featdan	feathil	featwwt	pyop	pdan	phil	pwwt					
8	0	1	0	0	0	0	0	0	0.103	0.081	0.048999999	0.079000004					
8	0	1	0	0	0	0	0	0	0.125	0.081	0.048999999	0.079000004					
8	0	1	0	0	0	0	0	0	0.108	0.081	0.050000001	0.079000004					
8	0	1	0	0	0	0	0	0	0.103	0.081	0.048999999	0.079000004					
8	0	1	0	0	0	0	0	0	0.103	0.081	0.048999999	0.079000004					
8	0	1	0	0	0	0	0	0	0.103	0.081	0.048999999	0.079000004					
8	0	1	0	0	0	0	0	0	0.103	0.081	0.048999999	0.079000004					
8	0	1	0	0	0	0	0	0	0.103	0.081	0.048999999	0.079000004					
8	0	1	0	0	0	1	0	0	0.103	0.061000001	0.048999999	0.079000004					
8	0	1	0	0	0	0	0	0	0.108	0.081	0.050000001	0.079000004					
8	0	1	0	0	0	0	0	0	0.122	0.086000003	0.050000001	0.086000003					
8	0	1	0	0	0	0	0	0	0.108	0.086000003	0.054000001	0.079000004					
8	0	1	0	0	0	0	0	1	0.055	0.086000003	0.050000001	0.068999998					
8	0	1	0	0	0	0	0	1	0.055	0.086000003	0.050000001	0.068999998					
8	0	1	0	0	0	0	0	0	0.108	0.086000003	0.054000001	0.079000004					
8	0	1	0	0	0	0	0	0	0.088	0.063000001	0.061000001	0.063000001					
9	0	0	0	1	0	0	0	0	0.115	0.081	0.061000001	0.081					
9	0	0	0	1	0	0	0	0	0.115	0.081	0.061000001	0.081					
9	0	0	0	1	0	0	0	0	0.115	0.081	0.061000001	0.081					
9	0	0	0	1	0	0	0	0	0.115	0.081	0.048999999	0.079000004					
9	0	0	0	1	0	0	0	0	0.108	0.081	0.061000001	0.081					
9	0	0	0	1	0	0	0	0	0.108	0.081	0.061000001	0.081					
9	0	0	0	1	0	0	0	0	0.115	0.081	0.061000001	0.081					
9	1	0	0	0	0	0	0	0	0.115	0.081	0.048999999	0.079000004					
9	0	0	0	1	0	0	0	0	0.108	0.081	0.061000001	0.081					
9	1	0	0	0	0	0	0	0	0.115	0.081	0.048999999	0.079000004					
9	1	0	0	0	0	0	0	0	0.115	0.081	0.048999999	0.079000004					
9	1	0	0	0	0	0	0	0	0.108	0.086000003	0.061000001	0.086000003					
9	1	0	0	0	0	0	0	0	0.108	0.086999997	0.068000004	0.093999997					
9	1	0	0	0	0	0	0	0	0.108	0.086000003	0.054000001	0.079000004					
9	1	0	0	0	0	0	0	0	0.022	0.081	0.061000001	0.086000003					
9	1	0	0	0	0	0	0	0	0.122	0.086000003	0.061000001	0.090999998					
9	1	0	0	0	0	0	0	0	0.122	0.086000003	0.061000001	0.090999998					
9	1	0	0	0	0	0	0	0	0.122	0.086000003	0.061000001	0.086000003					
9	1	0	0	0	0	0	0	0	0.122	0.086000003	0.061000001	0.086000003					
9	0	1	0	0	0	0	0	0	0.122	0.086000003	0.061000001	0.086000003					
9	1	0	0	0	0	0	0	0	0.122	0.086000003	0.061000001	0.086000003					
9	1	0	0	0	0	0	0	0	0.122	0.086000003	0.061000001	0.086000003					
9	1	0	0	0	0	0	0	0	0.122	0.086000003	0.061000001	0.086000003					
9	1	0	0	0	0	0	0	0	0.122	0.081	0.061000001	0.086000003					
9	1	0	0	0	0	0	0	0	0.122	0.081	0.061000001	0.086000003					
9	1	0	0	0	0	0	0	0	0.122	0.086000003	0.061000001	0.086000003					
9	1	0	0	0	0	0	0	0	0.122	0.086000003	0.061000001	0.086000003					
10	0	1	0	0	0	0	0	0	0.103	0.081	0.048999999	0.079000004					
10	0	1	0	0	0	0	0	0	0.103	0.081	0.048999999	0.079000004					
10	0	1	0	0	0	0	0	0	0.103	0.081	0.048999999	0.079000004					
10	0	1	0	0	0	1	0	0	0.103	0.061000001	0.048999999	0.079000004					
10	0	1	0	0	0	1	0	0	0.103	0.061000001	0.048999999	0.079000004					
10	0	1	0	0	0	0	0	0	0.115	0.086000003	0.054000001	0.079000004					
10	0	1	0	0	0	0	0	0	0.108	0.086000003	0.054000001	0.079000004					
10	0	1	0	0	0	0	0	0	0.108	0.086000003	0.054000001	0.079000004					
10	0	1	0	0	0	0	0	0	0.108	0.086000003	0.054000001	0.079000004					
10	0	1	0	0	0	1	0	0	0.057	0.063000001	0.054000001	0.081					
10	0	1	0	0	0	0	0	1	0.115	0.041000001	0.061000001	0.063000001					
10	0	1	0	0	0	0	1	0	0.115	0.063000001	0.061000001	0.079000004					
10	0	1	0	0	0	0	0	0	0.115	0.063000001	0.061000001	0.063000001					
10	0	1	0	0	0	0	0	0	0.115	0.063000001	0.061000001	0.063000001					
11	0	1	0	0	0	0	0	0	0.11	0.086000003	0.044	0.081					
11	0	1	0	0	0	0	0	0	0.11	0.086000003	0.044	0.081					
11	1	0	0	0	0	0	0	0	0.108	0.086000003	0.054000001	0.079000004					
11	1	0	0	0	0	0	0	0	0.108	0.086000003	0.054000001	0.079000004					
11	0	0	0	1	0	0	0	0	0.11	0.086000003	0.061000001	0.081					
11	0	1	0	0	0	0	0	0	0.11	0.086000003	0.061000001	0.081					
11	0	0	1	0	0	0	1	0	0.11	0.086000003	0.030999999	0.081					
11	0	0	1	0	0	0	1	0	0.11	0.086000003	0.030999999	0.081					
11	0	1	0	0	0	0	0	0	0.11	0.086000003	0.028999999	0.061000001					
11	0	1	0	0	0	0	0	0	0.11	0.086000003	0.028999999	0.061000001					
12	0	1	0	0	0	0	0	0	0.103	0.081	0.064000003	0.081					
12	0	1	0	0	0	0	0	0	0.116	0.081	0.050000001	0.079999998					
12	0	1	0	0	0	0	0	0	0.108	0.081	0.061000001	0.079000004					
12	0	1	0	0	0	0	0	0	0.108	0.081	0.050000001	0.079000004					
12	0	1	0	0	0	0	0	0	0.108	0.081	0.050000001	0.081					
12	0	1	0	0	0	0	0	0	0.108	0.081	0.050000001	0.081					
12	0	1	0	0	0	0	0	0	0.109	0.081	0.050000001	0.085000001					
12	0	1	0	0	0	0	0	0	0.108	0.081	0.050000001	0.081					
12	0	1	0	0	0	0	0	0	0.108	0.081	0.050000001	0.081					
13	0	1	0	0	0	0	0	0	0.103	0.074000001	0.061000001	0.081					
13	0	1	0	0	0	0	0	0	0.103	0.081	0.064000003	0.081					
13	0	1	0	0	0	0	0	0	0.103	0.081	0.048999999	0.079000004					
13	0	1	0	0	0	0	0	0	0.103	0.081	0.048999999	0.079000004					
13	1	0	0	0	0	0	0	0	0.037	0.081	0.048999999	0.079000004					
13	1	0	0	0	0	0	0	0	0.097999997	0.081	0.048999999	0.079000004					
13	1	0	0	0	0	0	0	0	0.103	0.081	0.048999999	0.079000004					
13	1	0	0	0	0	0	0	0	0.103	0.081	0.048999999	0.079000004					
13	1	0	0	0	0	0	0	0	0.103	0.081	0.048999999	0.079000004					
13	0	1	0	0	0	0	0	0	0.115	0.081	0.048999999	0.079000004					
14	1	0	0	0	0	0	0	0	0.008	0.092	0.050000001	0.079000004					
14	1	0	0	0	0	0	0	0	0.108	0.092	0.050000001	0.079000004					
14	1	0	0	0	0	0	0	0	0.108	0.097999997	0.050000001	0.079000004					
14	1	0	0	0	0	0	0	0	0.108	0.097999997	0.050000001	0.079000004					
14	1	0	0	0	0	0	0	0	0.108	0.097999997	0.050000001	0.079000004					
14	1	0	0	0	0	0	0	0	0.108	0.081	0.050000001	0.079000004					
14	1	0	0	0	0	0	0	0	0.108	0.081	0.050000001	0.079000004					
14	1	0	0	0	0	0	0	0	0.108	0.063000001	0.050000001	0.079000004					
14	1	0	0	0	0	0	0	0	0.108	0.063000001	0.050000001	0.079000004					
14	1	0	0	0	0	0	0	0	0.108	0.063000001	0.050000001	0.079000004					
14	1	0	0	0	0	0	0	0	0.108	0.086000003	0.050000001	0.079000004					
14	1	0	0	0	0	0	0	0	0.108	0.086000003	0.050000001	0.079000004					
14	1	0	0	0	0	0	0	0	0.108	0.041999999	0.050000001	0.079000004					
15	0	0	0	1	0	0	0	0	0.125	0.074000001	0.061000001	0.081					
15	0	0	0	1	0	0	0	0	0.125	0.074000001	0.061000001	0.081					
15	0	0	0	1	0	0	0	0	0.103	0.074000001	0.061000001	0.081					
15	0	0	0	1	0	0	0	0	0.103	0.074000001	0.061000001	0.081					
15	1	0	0	0	0	0	0	0	0.103	0.097999997	0.066	0.079000004					
15	0	1	0	0	0	0	0	0	0.103	0.097999997	0.066	0.079000004					
15	1	0	0	0	0	0	0	0	0.103	0.097999997	0.066	0.079000004					
15	0	1	0	0	0	0	0	0	0.103	0.097999997	0.066	0.079000004					
15	0	1	0	0	0	0	0	0	0.103	0.097999997	0.066	0.079000004					
15	1	0	0	0	0	0	0	0	0.103	0.097999997	0.066	0.079000004					
15	1	0	0	0	0	0	0	0	0.103	0.097999997	0.066	0.079000004					
15	1	0	0	0	0	0	0	0	0.103	0.097999997	0.066	0.079000004					
15	1	0	0	0	0	0	0	0	0.103	0.097999997	0.066	0.079000004					
15	1	0	0	0	0	0	0	0	0.103	0.097999997	0.066	0.079000004					
15	1	0	0	0	0	0	0	0	0.103	0.097999997	0.066	0.079000004					
15	1	0	0	0	0	0	0	0	0.103	0.097999997	0.066	0.079000004					
15	1	0	0	0	0	0	0	0	0.103	0.097999997	0.066	0.079000004					
15	1	0	0	0	0	0	0	0	0.103	0.097999997	0.066	0.079000004					
15	1	0	0	0	0	0	0	0	0.103	0.097999997	0.048999999	0.079000004					
15	0	0	0	1	0	0	0	0	0.103	0.081	0.048999999	0.079000004					
15	1	0	0	0	0	0	0	0	0.061999999	0.097999997	0.048999999	0.079000004					
15	0	0	0	1	0	0	0	0	0.103	0.081	0.048999999	0.079000004					
15	0	0	0	1	0	0	0	0	0.103	0.081	0.048999999	0.079000004					
15	0	0	0	1	0	0	0	0	0.103	0.081	0.048999999	0.079000004					
15	0	0	0	1	0	0	0	0	0.103	0.081	0.048999999	0.079000004					
15	0	0	0	1	0	0	0	0	0.103	0.081	0.048999999	0.079000004					
15	0	0	0	1	0	0	0	0	0.103	0.081	0.048999999	0.079000004					
15	0	0	0	1	0	0	0	0	0.103	0.081	0.048999999	0.079000004					
15	0	0	0	1	0	0	0	0	0.103	0.081	0.048999999	0.079000004					
15	0	0	0	1	0	0	0	0	0.103	0.081	0.048999999	0.079000004					
15	0	0	0	1	0	0	0	0	0.103	0.081	0.048999999	0.079000004					
15	0	0	0	1	0	0	0	0	0.103	0.081	0.048999999	0.079000004					
15	0	0	0	1	0	0	0	0	0.103	0.081	0.048999999	0.079000004					
15	0	0	0	1	0	0	0	0	0.103	0.081	0.048999999	0.079000004					
15	0	0	0	1	0	0	0	0	0.103	0.081	0.048999999	0.079000004					
15	0	0	0	1	0	0	0	0	0.103	0.081	0.048999999	0.079000004					
15	0	0	0	1	0	0	0	0	0.103	0.081	0.048999999	0.079000004					
15	0	0	0	1	0	0	0	0	0.103	0.081	0.048999999	0.079000004					
15	0	0	0	1	0	0	0	0	0.103	0.081	0.048999999	0.079000004					
15	0	0	0	1	0	0	0	0	0.103	0.081	0.048999999	0.079000004					
15	0	0	0	1	0	0	0	0	0.103	0.081	0.048999999	0.079000004					
15	0	0	0	1	0	0	0	0	0.103	0.081	0.048999999	0.079000004					
15	0	0	0	1	0	0	0	0	0.103	0.081	0.048999999	0.079000004					
15	0	0	0	1	0	0	0	0	0.103	0.081	0.048999999	0.079000004					
15	0	0	0	1	0	0	0	0	0.103	0.081	0.048999999	0.079000004					
15	0	0	0	1	0	0	0	0	0.103	0.081	0.048999999	0.079000004					
15	0	0	0	1	0	0	0	0	0.103	0.081	0.048999999	0.079000004					
15	0	0	0	1	0	0	0	0	0.103	0.081	0.048999999	0.079000004					
15	0	0	0	1	0	0	0	0	0.103	0.081	0.048999999	0.079000004					
15	0	0	0	1	0	0	0	0	0.103	0.081	0.048999999	0.079000004					
15	0	0	0	1	0	0	0	0	0.103	0.081	0.048999999	0.079000004					
15	0	0	0	1	0	1	0	0	0.103	0.061000001	0.048999999	0.079000004					
15	0	0	0	1	0	1	0	0	0.103	0.061000001	0.048999999	0.079000004					
15	0	0	0	1	0	0	0	0	0.103	0.066	0.048999999	0.079000004					
15	0	0	0	1	0	0	0	0	0.103	0.068000004	0.048999999	0.079000004					
15	0	0	0	1	0	0	0	0	0.103	0.066	0.048999999	0.079000004					
15	0	0	0	1	0	0	0	0	0.103	0.081	0.048999999	0.079000004					
15	0	0	0	1	0	0	0	0	0.103	0.081	0.048999999	0.079000004					
15	0	0	0	1	0	0	0	0	0.103	0.081	0.048999999	0.079000004					
15	0	0	0	1	0	0	0	0	0.193	0.092	0.050000001	0.079000004					
15	0	0	0	1	0	0	0	0	0.193	0.092	0.050000001	0.079000004					
15	0	0	0	1	0	0	0	0	0.108	0.081	0.048999999	0.079000004					
15	0	0	0	1	0	0	0	0	0.115	0.081	0.048999999	0.079000004					
15	0	0	0	1	0	0	0	0	0.115	0.081	0.048999999	0.079000004					
15	0	0	0	1	0	0	0	0	0.115	0.081	0.048999999	0.079000004					
15	0	0	0	1	0	0	0	0	0.115	0.081	0.048999999	0.079000004					
15	0	0	0	1	0	0	0	0	0.115	0.081	0.048999999	0.079000004					
15	0	0	0	1	0	0	0	0	0.115	0.081	0.048999999	0.079000004					
15	0	0	0	1	0	0	0	0	0.115	0.081	0.048999999	0.079000004					
15	0	0	0	1	0	0	0	0	0.115	0.081	0.048999999	0.079000004					
15	0	0	0	1	0	0	0	0	0.115	0.081	0.048999999	0.079000004					
15	0	0	0	1	0	0	0	0	0.115	0.081	0.048999999	0.079000004					
15	0	1	0	0	0	0	0	0	0.115	0.081	0.048999999	0.079000004					
15	0	0	0	1	0	0	1	0	0.115	0.081	0.033	0.079000004					
15	0	0	0	1	0	0	1	0	0.115	0.081	0.033	0.079000004					
15	0	0	0	1	0	0	1	0	0.115	0.081	0.033	0.079000004					
15	1	0	0	0	0	0	0	0	0.115	0.081	0.037	0.079000004					
15	1	0	0	0	0	0	0	0	0.115	0.081	0.037	0.079000004					
15	0	0	0	1	0	0	0	0	0.11	0.081	0.035999998	0.079000004					
15	0	0	0	1	0	0	0	0	0.115	0.082999997	0.043000001	0.079000004					
15	0	0	0	1	0	0	0	0	0.115	0.086000003	0.054000001	0.079000004					
15	0	0	0	1	0	0	0	0	0.115	0.086000003	0.054000001	0.079000004					
15	0	0	0	1	0	0	0	0	0.115	0.086000003	0.054000001	0.079000004					
15	0	0	0	1	0	0	0	0	0.115	0.086000003	0.054000001	0.079000004					
15	0	0	0	1	0	0	0	0	0.115	0.086000003	0.054000001	0.079000004					
15	0	0	0	1	1	0	0	0	0.090999998	0.086000003	0.054000001	0.079000004					
15	0	0	0	1	0	0	0	0	0.115	0.086000003	0.054000001	0.079000004					
15	0	0	0	1	0	0	0	0	0.115	0.086000003	0.054000001	0.079000004					
15	0	0	0	1	0	0	0	0	0.115	0.086000003	0.054000001	0.079000004					
15	0	0	0	1	0	0	0	0	0.115	0.086000003	0.054000001	0.079000004					
15	0	0	0	1	1	0	0	0	0.086999997	0.086000003	0.054000001	0.079000004					
15	0	0	0	1	1	0	0	0	0.086999997	0.086000003	0.054000001	0.079000004					
15	0	0	0	1	1	0	0	0	0.086999997	0.086000003	0.054000001	0.079000004					
15	0	0	0	1	0	0	0	0	0.107	0.090000004	0.059	0.079000004					
15	0	0	0	1	0	0	0	0	0.107	0.090000004	0.059	0.079000004					
15	0	0	0	1	0	0	0	0	0.108	0.086000003	0.054000001	0.079000004					
15	0	0	0	1	0	0	0	0	0.108	0.086000003	0.054000001	0.079000004					
15	0	0	0	1	0	0	0	0	0.108	0.086000003	0.054000001	0.079000004					
15	0	0	0	1	0	0	0	0	0.108	0.086000003	0.054000001	0.079000004					
15	0	0	0	1	0	0	0	0	0.108	0.086000003	0.054000001	0.079000004					
15	0	0	0	1	0	0	0	0	0.108	0.086000003	0.054000001	0.079000004					
15	0	0	0	1	0	0	0	0	0.108	0.086000003	0.054000001	0.079000004					
15	0	0	0	1	0	0	0	0	0.108	0.086000003	0.054000001	0.079000004					
15	0	0	0	1	0	0	0	0	0.108	0.086000003	0.054000001	0.079000004					
15	0	0	0	1	0	0	0	0	0.108	0.086000003	0.054000001	0.079000004					
15	0	0	0	1	0	0	0	0	0.108	0.086000003	0.054000001	0.079000004					
15	0	0	0	1	0	0	0	0	0.108	0.086000003	0.054000001	0.079000004					
15	0	0	0	1	0	0	0	0	0.108	0.086000003	0.054000001	0.079000004					
15	0	0	0	1	0	0	0	0	0.108	0.086000003	0.054000001	0.079000004					
15	0	0	0	1	0	0	0	0	0.108	0.086000003	0.054000001	0.079000004					
15	0	0	0	1	0	0	0	0	0.108	0.086000003	0.054000001	0.079000004					
15	0	0	0	1	0	0	0	0	0.108	0.086000003	0.054000001	0.079000004					
15	0	0	0	1	0	0	0	0	0.108	0.086000003	0.054000001	0.079000004					
15	0	0	0	1	0	0	0	0	0.108	0.086000003	0.054000001	0.079000004					
15	0	0	0	1	0	0	0	0	0.108	0.086000003	0.054000001	0.079000004					
15	0	0	0	1	0	0	0	0	0.108	0.086000003	0.054000001	0.079000004					
15	0	0	0	1	0	0	0	0	0.108	0.086000003	0.054000001	0.079000004					
15	0	0	0	1	1	0	0	0	0.108	0.086000003	0.054000001	0.079000004					
15	0	0	0	1	0	0	0	0	0.122	0.086000003	0.061000001	0.086000003					
15	1	0	0	0	1	0	0	0	0.108	0.086000003	0.025	0.079000004					
15	1	0	0	0	0	0	1	0	0.108	0.086000003	0.025	0.079000004					
15	1	0	0	0	0	0	1	0	0.108	0.086000003	0.054000001	0.079000004					
15	1	0	0	0	0	0	1	0	0.108	0.086000003	0.054000001	0.079000004					
15	1	0	0	0	0	0	0	0	0.108	0.086000003	0.043000001	0.079000004					
15	1	0	0	0	0	0	0	0	0.108	0.086000003	0.054000001	0.079000004					
15	1	0	0	0	0	0	0	0	0.108	0.086000003	0.043000001	0.079000004					
15	1	0	0	0	0	0	0	0	0.108	0.086000003	0.054000001	0.079000004					
15	1	0	0	0	0	0	0	0	0.108	0.086000003	0.025	0.079000004					
15	1	0	0	0	0	0	0	0	0.108	0.086000003	0.025	0.079000004					
15	1	0	0	0	0	0	0	0	0.122	0.086000003	0.061000001	0.086000003					
15	1	0	0	0	1	0	0	0	0.025	0.086000003	0.054000001	0.079000004					
